Group,Barcode,SampleName,Peptide,slope,r.seq,nobs
HPC_CTL,640091210,HPC_CTL_640091210,ACHD_383_395,5.517037938587935,0.9998046331312337,5
HPC_CTL,640091210,HPC_CTL_640091210,AMPE_5_17,3.8941313648931772,0.9920342530314892,5
HPC_CTL,640091210,HPC_CTL_640091210,ANXA2_17_29,7.420079387496991,0.9999322673707008,5
HPC_CTL,640091210,HPC_CTL_640091210,C1R_199_211,5.255073120131112,0.9972118022507138,5
HPC_CTL,640091210,HPC_CTL_640091210,CALM_95_107,6.957485380222942,0.999648625397488,5
HPC_CTL,640091210,HPC_CTL_640091210,CBL_693_705,8.268111613537851,0.9999277891934368,5
HPC_CTL,640091210,HPC_CTL_640091210,CD3Z_116_128,8.994993780873315,0.9999342474684572,5
HPC_CTL,640091210,HPC_CTL_640091210,CD3Z_146_158,7.625088492114031,0.9998277427745988,5
HPC_CTL,640091210,HPC_CTL_640091210,CDK7_157_169,5.8678032395384285,0.9944773894283976,5
HPC_CTL,640091210,HPC_CTL_640091210,CRK_214_226,6.907570951688513,0.9995030352104158,5
HPC_CTL,640091210,HPC_CTL_640091210,CTNB1_79_91,8.649629015105871,0.9999305535155183,5
HPC_CTL,640091210,HPC_CTL_640091210,DCX_67_79,7.541498475177898,0.9994538753028602,5
HPC_CTL,640091210,HPC_CTL_640091210,DYR1A_312_324,6.337832247253774,0.9998030137107027,5
HPC_CTL,640091210,HPC_CTL_640091210,EGFR_1103_1115,8.547258326579996,0.9999687857872184,5
HPC_CTL,640091210,HPC_CTL_640091210,EGFR_1190_1202,5.935192853892607,0.9924721756149486,5
HPC_CTL,640091210,HPC_CTL_640091210,EGFR_862_874,7.188145596336093,0.9995845372004779,5
HPC_CTL,640091210,HPC_CTL_640091210,EPHA4_589_601,5.40457927506531,0.9931572983890833,5
HPC_CTL,640091210,HPC_CTL_640091210,EPHB1_921_933,5.571859948295341,0.9991166566578527,5
HPC_CTL,640091210,HPC_CTL_640091210,EPHB4_583_595,4.735603918707981,0.9894216549383145,5
HPC_CTL,640091210,HPC_CTL_640091210,ERBB2_870_882,9.285053193811342,0.9998965153825169,5
HPC_CTL,640091210,HPC_CTL_640091210,ERBB4_1181_1193,5.6702888069036526,0.9994568200028539,5
HPC_CTL,640091210,HPC_CTL_640091210,FAK1_569_581,8.250790004543159,0.999750611589269,5
HPC_CTL,640091210,HPC_CTL_640091210,FAK2_572_584,9.83658632977551,0.9997037164860804,5
