Kinase,Z,method,AvgZ
FGFR,1.94,640091213>0.15,0.3591666666666667
SYK,-1.69,640091213>0.15,-0.72
INSR,1.49,640091213>0.15,-0.515
TRK,-1.32,640091213>0.15,-1.525
JAK,-1.26,640091213>0.15,-1.1558333333333333
RET,-1.22,640091213>0.15,-0.57
CSK,1.11,640091213>0.15,0.9058333333333334
RYK,-1,640091213>0.15,-0.7808333333333334
AXL,-0.96,640091213>0.15,-0.1458333333333333
VEGFR,0.74,640091213>0.15,0.3983333333333333
SEV,-0.7,640091213>0.15,0.6566666666666666
TEC,-0.69,640091213>0.15,-0.12000000000000002
ACK,-0.68,640091213>0.15,-0.5533333333333333
ABL,-0.42,640091213>0.15,-0.8075
EPH,0.4,640091213>0.15,0.04833333333333334
SRC,-0.37,640091213>0.15,-0.4141666666666667
PDGFR,-0.35,640091213>0.15,-0.15
MET,0.35,640091213>0.15,-0.04083333333333334
EGFR,0.28,640091213>0.15,0.20583333333333323
DDR,-0.17,640091213>0.15,-0.5233333333333333
FRK,-0.15,640091213>0.15,-0.6016666666666667
FER,0.07,640091213>0.15,0.2699999999999999
ALK,-0.02,640091213>0.15,-0.3675
FAK,-2.33,640091213>0.2,-1.6433333333333333
TRK,-2.13,640091213>0.2,-1.525
FGFR,1.53,640091213>0.2,0.3591666666666667
DDR,-1.47,640091213>0.2,-0.5233333333333333
RET,-1.32,640091213>0.2,-0.57
SYK,-1.2,640091213>0.2,-0.72
INSR,1.17,640091213>0.2,-0.515
JAK,-1.1,640091213>0.2,-1.1558333333333333
ALK,-1.07,640091213>0.2,-0.3675
CSK,0.9,640091213>0.2,0.9058333333333334
RYK,-0.78,640091213>0.2,-0.7808333333333334
TEC,-0.77,640091213>0.2,-0.12000000000000002
ABL,-0.61,640091213>0.2,-0.8075
SEV,-0.56,640091213>0.2,0.6566666666666666
ACK,-0.56,640091213>0.2,-0.5533333333333333
PDGFR,-0.55,640091213>0.2,-0.15
SRC,-0.48,640091213>0.2,-0.4141666666666667
AXL,-0.31,640091213>0.2,-0.1458333333333333
VEGFR,0.26,640091213>0.2,0.3983333333333333
FER,-0.13,640091213>0.2,0.2699999999999999
FRK,-0.09,640091213>0.2,-0.6016666666666667
EPH,0.07,640091213>0.2,0.04833333333333334
MET,-0.07,640091213>0.2,-0.04083333333333334
EGFR,0.07,640091213>0.2,0.20583333333333323
FAK,-2,640091213>0.3,-1.6433333333333333
EGFR,1.63,640091213>0.3,0.20583333333333323
TRK,-1.62,640091213>0.3,-1.525
DDR,-1.57,640091213>0.3,-0.5233333333333333
CSK,1.5,640091213>0.3,0.9058333333333334
VEGFR,1.27,640091213>0.3,0.3983333333333333
SRC,-1.2,640091213>0.3,-0.4141666666666667
ALK,-1.13,640091213>0.3,-0.3675
FGFR,0.92,640091213>0.3,0.3591666666666667
RET,-0.86,640091213>0.3,-0.57
JAK,-0.72,640091213>0.3,-1.1558333333333333
TEC,-0.71,640091213>0.3,-0.12000000000000002
AXL,0.71,640091213>0.3,-0.1458333333333333
INSR,0.71,640091213>0.3,-0.515
RYK,-0.66,640091213>0.3,-0.7808333333333334
SEV,-0.49,640091213>0.3,0.6566666666666666
ACK,-0.47,640091213>0.3,-0.5533333333333333
FER,0.36,640091213>0.3,0.2699999999999999
PDGFR,0.31,640091213>0.3,-0.15
EPH,-0.25,640091213>0.3,0.04833333333333334
FRK,-0.21,640091213>0.3,-0.6016666666666667
SYK,0.1,640091213>0.3,-0.72
MET,0.04,640091213>0.3,-0.04083333333333334
ABL,0,640091213>0.3,-0.8075
SRC,-2.38,640091213>0.4,-0.4141666666666667
TRK,-1.78,640091213>0.4,-1.525
ABL,-1.75,640091213>0.4,-0.8075
JAK,-1.74,640091213>0.4,-1.1558333333333333
RET,-1.31,640091213>0.4,-0.57
VEGFR,1.27,640091213>0.4,0.3983333333333333
EGFR,1.25,640091213>0.4,0.20583333333333323
CSK,1.11,640091213>0.4,0.9058333333333334
FAK,-0.95,640091213>0.4,-1.6433333333333333
AXL,0.82,640091213>0.4,-0.1458333333333333
FER,0.81,640091213>0.4,0.2699999999999999
DDR,-0.79,640091213>0.4,-0.5233333333333333
SYK,0.73,640091213>0.4,-0.72
MET,-0.71,640091213>0.4,-0.04083333333333334
ALK,-0.53,640091213>0.4,-0.3675
RYK,-0.52,640091213>0.4,-0.7808333333333334
ACK,-0.38,640091213>0.4,-0.5533333333333333
SEV,-0.38,640091213>0.4,0.6566666666666666
EPH,-0.35,640091213>0.4,0.04833333333333334
FRK,0.34,640091213>0.4,-0.6016666666666667
FGFR,0.33,640091213>0.4,0.3591666666666667
PDGFR,-0.16,640091213>0.4,-0.15
TEC,0.1,640091213>0.4,-0.12000000000000002
INSR,0.01,640091213>0.4,-0.515
FAK,-2.21,640091214>0.15,-1.6433333333333333
FRK,-1.93,640091214>0.15,-0.6016666666666667
SEV,1.92,640091214>0.15,0.6566666666666666
EGFR,1.39,640091214>0.15,0.20583333333333323
INSR,-0.92,640091214>0.15,-0.515
ABL,-0.91,640091214>0.15,-0.8075
TRK,-0.84,640091214>0.15,-1.525
FER,0.82,640091214>0.15,0.2699999999999999
JAK,-0.8,640091214>0.15,-1.1558333333333333
RYK,-0.74,640091214>0.15,-0.7808333333333334
VEGFR,0.62,640091214>0.15,0.3983333333333333
AXL,-0.61,640091214>0.15,-0.1458333333333333
ACK,-0.53,640091214>0.15,-0.5533333333333333
TEC,-0.52,640091214>0.15,-0.12000000000000002
SRC,0.5,640091214>0.15,-0.4141666666666667
SYK,-0.31,640091214>0.15,-0.72
RET,0.27,640091214>0.15,-0.57
DDR,-0.26,640091214>0.15,-0.5233333333333333
PDGFR,-0.26,640091214>0.15,-0.15
ALK,-0.24,640091214>0.15,-0.3675
MET,-0.2,640091214>0.15,-0.04083333333333334
FGFR,-0.04,640091214>0.15,0.3591666666666667
CSK,-0.03,640091214>0.15,0.9058333333333334
EPH,0.02,640091214>0.15,0.04833333333333334
SEV,2.26,640091214>0.2,0.6566666666666666
ABL,-2.24,640091214>0.2,-0.8075
FAK,-1.89,640091214>0.2,-1.6433333333333333
FRK,-1.65,640091214>0.2,-0.6016666666666667
TRK,-1.55,640091214>0.2,-1.525
FER,1.34,640091214>0.2,0.2699999999999999
INSR,-1.3,640091214>0.2,-0.515
VEGFR,0.87,640091214>0.2,0.3983333333333333
EGFR,0.77,640091214>0.2,0.20583333333333323
EPH,0.74,640091214>0.2,0.04833333333333334
RYK,-0.6,640091214>0.2,-0.7808333333333334
PDGFR,0.58,640091214>0.2,-0.15
DDR,-0.5,640091214>0.2,-0.5233333333333333
ACK,-0.44,640091214>0.2,-0.5533333333333333
AXL,-0.36,640091214>0.2,-0.1458333333333333
SYK,0.34,640091214>0.2,-0.72
JAK,-0.17,640091214>0.2,-1.1558333333333333
ALK,-0.16,640091214>0.2,-0.3675
SRC,0.13,640091214>0.2,-0.4141666666666667
FGFR,0.13,640091214>0.2,0.3591666666666667
TEC,-0.09,640091214>0.2,-0.12000000000000002
MET,0.09,640091214>0.2,-0.04083333333333334
CSK,0.07,640091214>0.2,0.9058333333333334
RET,-0.06,640091214>0.2,-0.57
SEV,2.9,640091214>0.3,0.6566666666666666
FER,2.26,640091214>0.3,0.2699999999999999
EPH,1.69,640091214>0.3,0.04833333333333334
INSR,-1.51,640091214>0.3,-0.515
FRK,-1.3,640091214>0.3,-0.6016666666666667
DDR,-1.09,640091214>0.3,-0.5233333333333333
ABL,-0.88,640091214>0.3,-0.8075
TRK,-0.88,640091214>0.3,-1.525
JAK,-0.84,640091214>0.3,-1.1558333333333333
CSK,0.72,640091214>0.3,0.9058333333333334
PDGFR,-0.68,640091214>0.3,-0.15
SRC,0.63,640091214>0.3,-0.4141666666666667
FAK,-0.53,640091214>0.3,-1.6433333333333333
RYK,-0.48,640091214>0.3,-0.7808333333333334
EGFR,0.45,640091214>0.3,0.20583333333333323
MET,-0.39,640091214>0.3,-0.04083333333333334
ACK,-0.34,640091214>0.3,-0.5533333333333333
RET,-0.29,640091214>0.3,-0.57
SYK,-0.24,640091214>0.3,-0.72
ALK,-0.24,640091214>0.3,-0.3675
FGFR,0.22,640091214>0.3,0.3591666666666667
VEGFR,-0.21,640091214>0.3,0.3983333333333333
TEC,0.2,640091214>0.3,-0.12000000000000002
AXL,-0.1,640091214>0.3,-0.1458333333333333
INSR,-1.75,640091214>0.4,-0.515
JAK,-1.69,640091214>0.4,-1.1558333333333333
FGFR,1.41,640091214>0.4,0.3591666666666667
DDR,-1.12,640091214>0.4,-0.5233333333333333
AXL,1.1,640091214>0.4,-0.1458333333333333
FRK,-1.02,640091214>0.4,-0.6016666666666667
RET,-0.97,640091214>0.4,-0.57
EGFR,0.9,640091214>0.4,0.20583333333333323
ABL,-0.89,640091214>0.4,-0.8075
FAK,-0.61,640091214>0.4,-1.6433333333333333
CSK,0.6,640091214>0.4,0.9058333333333334
SYK,-0.55,640091214>0.4,-0.72
TEC,-0.5,640091214>0.4,-0.12000000000000002
TRK,-0.43,640091214>0.4,-1.525
FER,0.42,640091214>0.4,0.2699999999999999
RYK,-0.38,640091214>0.4,-0.7808333333333334
MET,-0.36,640091214>0.4,-0.04083333333333334
ACK,-0.28,640091214>0.4,-0.5533333333333333
SEV,-0.28,640091214>0.4,0.6566666666666666
PDGFR,0.27,640091214>0.4,-0.15
EPH,0.26,640091214>0.4,0.04833333333333334
ALK,0.23,640091214>0.4,-0.3675
SRC,-0.21,640091214>0.4,-0.4141666666666667
VEGFR,-0.2,640091214>0.4,0.3983333333333333
